Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
GEO;China;35803;Space Technology Research Institute (part of CASC);2010-001A;China;China;0.000415;Xichang Satellite Launch Center;Long March 3C;36287;Beidou G-1;Chinese Defense Ministry;35768;Navigation/Global Positioning;Military/Government
GEO;China;35797;Space Technology Research Institute (part of CASC);2010-024A;China;China;0.000273;Xichang Satellite Launch Center;Long March 3;36590;Beidou G3;Chinese Defense Ministry;35774;Navigation/Global Positioning;Military/Government
GEO;China;35809;Space Technology Research Institute (part of CASC);2010-057A;China;China;0.000534;Xichang Satellite Launch Center;Long March 3C;37210;Beidou G4;Chinese Defense Ministry;35764;Navigation/Global Positioning;Military/Government
GEO;China;35799;Space Technology Research Institute (part of CASC);2012-008A;China;China;0.000273;Xichang Satellite Launch Center;Long March 3A;38091;Beidou G5;Chinese Defense Ministry;35776;Navigation/Global Positioning;Military/Government
GEO;China;35893;Space Technology Research Institute (part of CASC);2010-036A;China;China;0.00265;Xichang Satellite Launch Center;Long March 3A;36828;Beidou IGSO-1;Chinese Defense Ministry;35670;Navigation/Global Positioning;Military/Government
GEO;China;35817;Space Technology Research Institute (part of CASC);2010-068A;China;China;0.00119;Xichang Satellite Launch Center;Long March 3A;37256;Beidou IGSO-2;Chinese Defense Ministry;35717;Navigation/Global Positioning;Military/Government
GEO;China;37872;Space Technology Research Institute (part of CASC);2011-013A;China;China;0.0252;Xichang Satellite Launch Center;Long March 3A;37384;Beidou IGSO-3;Chinese Defense Ministry;35693;Navigation/Global Positioning;Military/Government
GEO;China;35879;Space Technology Research Institute (part of CASC);2011-038A;China;China;0.00203;Xichang Satellite Launch Center;Long March 3A;37763;Beidou IGSO-4;Chinese Defense Ministry;35708;Navigation/Global Positioning;Military/Government
GEO;China;35864;Space Technology Research Institute (part of CASC);2011-073A;China;China;0.00185;Xichang Satellite Launch Center;Long March 3A;37948;Beidou IGSO-5;Chinese Defense Ministry;35708;Navigation/Global Positioning;Military/Government
GEO;China;35890;Space Technology Research Institute (part of CASC);2016-021A;China;NR;0.00254;Xichang Satellite Launch Center;Long March 3A;41434;Beidou IGSO-6;Chinese Defense Ministry;35676;Navigation/Global Positioning;Military/Government
MEO;China;21545;Space Technology Research Institute (part of CASC);2007-011A;China;China;0.000466;Xichang Satellite Launch Center;Long March 3A;31115;Beidou M1;Chinese Defense Ministry;21519;Navigation/Global Positioning;Military/Government
LEO;China;703;Tsinghua University/University of Surrey;2005-043A;China/United Kingdom;China;0.00156;Plesetsk Cosmodrome;Kosmos 3M;28890;BeijinGalaxy-1;Beijing Landview Mapping Information Technology Co. Ltd (BLMIT);681;Earth Observation;Civil
GEO;Belarus;35792;Chinese Academy of Space Technology/Thales Alenia Space;2016-001A;China/France;NR;0.000154;Xichang Satellite Launch Center;Long March 3B;41238;Belintersat-1;Belintersat;35779;Communications;Government
GEO;USA;35798;Space Systems/Loral;2000-038A;USA;USA;0.000273;Cape Canaveral;Atlas 2AS;26402;BermudaSat-1;Echostar Technologies, LLC - leased to Bermuda, operated by SES Satellites;35775;Communications;Commercial
LEO;Germany;521;Deutsches Zentrum für Luft- und Raumfahrt;2001-049C;Germany;Germany;0.00153;Satish Dhawan Space Centre;PSLV C3;26959;Bispectral InfraRed Detector 2 (Bird 2);Institute of Space Sensor Technology and Planetary Exploration;500;Earth Observation/Technology Development;Government/Civil
LEO;Germany;517;German Aerospace Center (DLR);2016-040F;Germany;NR;0.00124;Satish Dhawan Space Centre;PSLV XL;41604;BIROS;German Aerospace Center (DLR);500;Earth Observation;Government
LEO;USA;801;Salish Kootenai College;2015-058E;USA;NR;0.0217;Cape Canaveral;Atlas 5;40968;BisonSat;Salish Kootenai College;497;Earth Observation/Technology Development;Civil
LEO;Belarus;507;NPO VNIIEM;2012-039B;Russia;Belarus;0.000291;Baikonur Cosmodrome;Soyuz-Fregat;38708;BKA 2;National Academy of Sciences;503;Earth Observation;Government
GEO;Brazil;35797;Boeing Satellite Systems;1995-016A;USA;Brazil;0.000249;Guiana Space Center;Ariane 44LP;23536;Brazilsat B-2;Star One (SES [Société Européenne des Satellites (SES)]);35776;Communications;Military/Commercial
GEO;Brazil;35803;Boeing Satellite Systems;1998-006A;USA;Brazil;0.000403;Guiana Space Center;Ariane 44LP;25152;Brazilsat B-3;Star One (SES [Société Européenne des Satellites (SES)]);35769;Communications;Commercial
GEO;Brazil;35800;Boeing Satellite Systems;2000-046A;USA;Brazil;0.000332;Guiana Space Center;Ariane 44LP;26469;Brazilsat B-4;Star One (SES [Société Européenne des Satellites (SES)]);35772;Communications;Commercial
GEO;Indonesia;35876;Space Systems/Loral;2016-039A;USA;NR;0.00206;Guiana Space Center;Ariane 5 ECA;41591;BRISat;Bank Rakyat Indonesia (BRI);35702;Communications;Commercial
LEO;Canada;739;University of Toronto, Institute for Aerospace Studies;2014-033L;Canada;NR;0.00894;Dombarovsky Air Base;Dnepr;40020;BRITE-CA-1;University of Toronto, Institute for Aerospace Studies;613;Space Science;Civil
LEO;Multinational;886;Space Research Center, Polish Academy of Sciences;2013-066R;Poland;Poland;0.0205;Dombarovsky Air Base;Dnepr;39431;BRITE-PL-1;BRITE Consortium;594;Space Science;Government
LEO;Multinational;633;Space Research Center, Polish Academy of Sciences;2014-049B;Poland;NR;0.00164;Taiyuan Launch Center;CZ-4B;40119;BRITE-PL-2;BRITE Consortium;610;Space Science;Government
GEO;Japan;35794;Lockheed Martin Commercial Space Systems;2007-036B;USA;Japan;0.00019;Guiana Space Center;Ariane 5 ECA;32019;BSAT-3A;Broadcasting Satellite System Corp.;35778;Communications;Commercial
GEO;Japan;35725;Lockheed Martin Commercial Space Systems;2010-056B;USA;Japan;0.0326;Guiana Space Center;Ariane 5 ECA;37207;BSAT-3B;Broadcasting Satellite System Corp.;33066;Communications;Commercial
GEO;Japan;35787;Lockheed Martin Commercial Space Systems;2011-041B;USA;Japan;3.56e-05;Guiana Space Center;Ariane 5 ECA;37776;BSAT-3C/JCSat 110-R;Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation;35784;Communications;Commercial
LEO;Argentina;617;Satellogic S.A.;2014-033E;Argentina;NR;0.00337;Dombarovsky Air Base;Dnepr;40014;Bugsat-1;Satellogic S.A.;570;Technology Development;Commercial
LEO;France/USA;703;Alcatel Alenia Space;2006-016B;France;France;7.07e-05;Vandenberg AFB;Delta 2;29108;Calipso;Centre National d'Etudes Spatiales (CNES)/NASA;702;Earth Science;Government
LEO;Russia;505;All-Russia Research Institute of Electromechanics (NPP VNIIEM);2012-039A;Russia;Russia;0.000291;Baikonur Cosmodrome;Soyuz-Fregat;38707;Canopus-B;Scientific Production Corporation (joint stock creation of Russian Space Agency);501;Earth Observation;Government
LEO;India;619;Indian Space Research Organization (ISRO);2005-017A;India;India;7.15e-05;Satish Dhawan Space Centre;PSLV C6;28649;CartoSat 1;Indian Space Research Organization (ISRO);618;Earth Observation;Government
LEO;India;635;Indian Space Research Organization (ISRO);2007-001B;India;India;0.000214;Satish Dhawan Space Centre;PSLV C7;29710;CartoSat 2;Indian Space Research Organization (ISRO);632;Earth Observation;Government
LEO;India;643;Indian Space Research Organization (ISRO);2008-021A;India;India;0.00136;Satish Dhawan Space Center;PSLV C9;32783;CartoSat 2A;Indian Space Research Organization (ISRO);624;Earth Observation;Military
LEO;India;645;Indian Space Research Organization (ISRO);2010-035A;India;India;0.00164;Satish Dhawan Space Center;PSLV;36795;CartoSat 2B;Indian Space Research Organization (ISRO);622;Earth Observation;Government
LEO;India;519;Indian Space Research Organization (ISRO);2016-040A;India;NR;0.00131;Satish Dhawan Space Center;PSLV XL;41599;CartoSat 2C;Indian Space Research Organization (ISRO);501;Earth Observation;Government
LEO;Canada;1486;Canadian Space Agency;2013-055A;Canada;NR;0.0798;Vandenberg AFB;Falcon 9;39265;Cassiope;Canadian Space Agency;325;Earth Science;Government
LEO;China/Brazil;748;China Academy of Space Technology (CAST);2014-079A;China;NR;0.000703;Taiyuan Launch Center;Long March 4B;40336;CBERS 4;China National Space Administration (China)/National Institute for Space Research (Brazil);738;Earth Observation;Government
LEO;United Kingdom;658;Surrey Satellite Technologies Ltd.;2015-032D;United Kingdom;NR;0.00157;Satish Dhawan Space Centre;PSLV;40718;CBNT-1;Surrey Satellite Technology Ltd.;636;Technology Development;Commercial
LEO;USA;544;Surrey Satellite Technologies Ltd.;2007-006F;United Kingdom;USA;0.000434;Cape Canaveral;Atlas 5;30777;CFESat;Los Alamos National Labs (LANL);538;Technology Development;Government
Elliptical;USA;138825;TRW Space and Electronics;1999-040B;USA;USA;0.797;Cape Canaveral;Space Shuttle (STS 93);25867;Chandra X-Ray Observatory (CXO);NASA Goddard Space Flight Center;9999;Space Science;Government
GEO;China;35793;China Aerospace Science and Technology Corp. (CASC);2013-020A;China;China;0.000142;Xichang Satellite Launch Center;Long March 3B;39157;ChinaSat 11;China Satellite Communication Corp. (China Satcom);35781;Communications;Commercial
GEO;China;35796;China Academy of Space Technology (CAST);2015-073A;China;NR;0.000213;Xichang Satellite Launch Center;Long March 3B;41103;ChinaSat 1C;China Satellite Communication Corp. (China Satcom);35778;Communications;Commercial
GEO;China;35801;China Academy of Space Technology (CAST);2015-063A;China;NR;0.000166;Xichang Satellite Launch Center;Long March 3B;41021;ChinaSat 2C;China Satellite Communication Corp. (China Satcom);35787;Communications;Commercial/Government
GEO;China;35797;Thales Alenia Space;2007-031A;France/Italy;China;0.000237;Xichang Satellite Launch Center;Long March 3B;31800;ChinaSat 6B;China Satellite Communication Corp. (China Satcom);35777;Communications;Commercial/Government
LEO;China;748;China Academy of Sciences;2003-049B;China;China;0.00134;Taiyuan Launch Center;Long March 3B;28058;Chuangxin 1-1;Chinese Academy of Sciences;729;Communications;Government
LEO;China;804;China Academy of Sciences;2008-056B;China;China;0.00133;Jiuquan Satellite Launch Center;Long March 2D;33434;Chuangxin 1-2;Chinese Academy of Sciences;785;Earth Observation;Government
LEO;China;804;China Academy of Sciences;2011-068A;China;China;0.0014;Jiuquan Satellite Launch Center;Long March 2D;37930;Chuangxin 1-3;Chinese Academy of Sciences;784;Earth Observation;Government
LEO;China;809;China Academy of Sciences;2014-051B;China;China;0.00216;Jiuquan Satellite Launch Center;Long March 2D;40137;Chuangxin 1-4;Chinese Academy of Sciences;778;Earth Observation;Government
LEO;China;672;China Academy of Sciences;2013-037B;China;China;0.000497;Taiyuan Launch Center;Long March 2C;39209;Chuangzin-3;Chinese Academy of Sciences;665;Technology Development;Government
LEO;Japan;538;Nagoya University and Daido University;2014-070C;Japan;NR;0.00232;Dombarovsky Air Base;Dnepr;40300;ChubuSat 1;Nagoya University and Daido University;506;Technology Development;Civil
LEO;Japan;579;Nagoya University and Daido University;2016-012B;Japan;NR;0.00137;Tanegashima Space Center;H-2A;41338;ChubuSat 2;Nagoya University and Daido University;560;Technology Development;Civil
LEO;Japan;579;Nagoya University and Daido University;2016-012C;Japan;NR;0.00151;Tanegashima Space Center;H-2A;41339;ChubuSat 3;Nagoya University and Daido University;558;Technology Development;Civil
GEO;Canada;35788;Thales Alenia Space;2008-063A;France;Canada;7.12e-05;Baikonur Cosmodrome;Proton M;33453;Ciel-2;Ciel Satellite Group;35782;Communications;Commercial
GEO;USA;35854;Lockheed Martin;2014-055A;USA;USA;0.0014;Cape Canaveral;Atlas 5;40208;USA 257;Unknown US agency;35736;Communications;Military
LEO;USA;703;NASA Jet Propulsion Laboratory;2006-016A;USA;USA;7.07e-05;Vandenberg AFB;Delta 2;29107;Cloudsat;NASA/Colorado State University;702;Earth Observation;Government/Civil
GEO;South Korea;35791;EADS Astrium/Electronics and Telecommunications Research Institute (ETRI);2010-032A;South Korea;South Korea;9.49e-05;Guiana Space Center;Ariane 5 ECA;36744;COMS-1;Korea Aerospace Research Institute (KARI);35783;Earth Observation/Communications;Government
GEO;Germany;35799;Thales Alenia Space;2009-054B;France/Italy;Germany;0.000308;Guiana Space Center;Ariane 5;35943;COMSATBw-1;Armed Forces;35773;Communications;Military
GEO;Germany;35794;Thales Alenia Space;2010-021B;France/Italy;Germany;0.000166;Guiana Space Center;Ariane 5;36582;COMSATBw-2;Armed Forces;35780;Communications;Military
LEO;South Africa;501;NPO Mashinostroyeniya;2014-084A;Russia;NR;0.000146;Baikonur Cosmodrome;Strela;40353;Condor E2;Armed Forces;499;Earth Observation;Military
LEO;USA;841;Spectrum Astro, Inc.;2003-001A;USA;USA;0.00146;Vandenberg AFB;Titan 2;27640;Coriolis;US Air Force/ US Navy/NASA;820;Earth/Space Science;Military
LEO;Taiwan/USA;836;Orbital Sciences Corp.;2006-011A;USA;NR;0.00502;Vandenberg AFB;Minotaur;29047;COSMIC-A;National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO;764;Earth Observation;Government/Civil
LEO;Taiwan/USA;831;Orbital Sciences Corp.;2006-011B;USA;NR;0.00432;Vandenberg AFB;Minotaur;29048;COSMIC-B;National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO;769;Earth Observation;Government/Civil
LEO;Taiwan/USA;746;Orbital Sciences Corp.;2006-011D;USA;NR;0.00544;Vandenberg AFB;Minotaur;29050;COSMIC-D;National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO;669;Earth Observation;Government/Civil
LEO;Taiwan/USA;849;Orbital Sciences Corp.;2006-011E;USA;NR;0.00683;Vandenberg AFB;Minotaur;29051;COSMIC-E;National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO;751;Earth Observation;Government/Civil
LEO;Taiwan/USA;828;Orbital Sciences Corp.;2006-011F;USA;NR;0.00391;Vandenberg AFB;Minotaur;29052;COSMIC-F;National Space Program Office (NSPO)/University Corporation for Atmospheric Research (UCAR) Boulder, CO;772;Earth Observation;Government/Civil
LEO;Russia;1504;Reshetnev;2015-020D;Russia;NR;0.0216;Plesetsk Cosmodrome;Rokot;40555;Cosmos 2504;Ministry of Defense;1171;Technology Development;Military
LEO;Italy;623;Thales Alenia Space;2007-023A;France/Italy;Italy;7.15e-05;Vandenberg AFB;Delta 7000;31598;COSMO-Skymed 1;Italian Space Agency/Ministry of Defense;622;Earth Observation;Military/Civil
LEO;Italy;623;Thales Alenia Space;2007-059A;Italy;Italy;7.15e-05;Vandenberg AFB;Delta 2;32376;COSMO-Skymed 2;Italian Space Agency/Ministry of Defense;622;Earth Observation;Military/Government
LEO;Italy;623;Thales Alenia Space;2008-054A;Italy;Italy;7.15e-05;Vandenberg AFB;Delta 7420;33412;COSMO-Skymed 3;Italian Space Agency/Ministry of Defense;622;Earth Observation;Military/Government
LEO;Italy;623;Thales Alenia Space;2010-060A;Italy;Italy;7.15e-05;Vandenberg AFB;Delta 2;37216;COSMO-Skymed 4;Italian Space Agency/Ministry of Defense;622;Earth Observation;Military/Government
LEO;USA;657;California Polytechnic University/NASA JPL;2015-003E;USA;NR;0.0156;Vandenberg AFB;Delta 2;40380;CP-10;California Polytechnic State University/NASA JPL;441;Earth Observation;Civil
LEO;ESA;724;EADS Astrium;2010-013A;France/UK/Germany/Spain;ESA;0.000776;Baikonur Cosmodrome;Dnepr;36508;Cryosat-2;European Space Agency (ESA);713;Earth Observation;Government
LEO;USA;791;University of Colorado;2012-048D;USA;USA;0.0223;Vandenberg AFB;Atlas 5;38761;CSSWE;University of Colorado;479;Earth Science;Civil
LEO;Argentina;653;Argentinian Ministry of Science, Technology and Productive Innovation;2013-018D;Argentina;Argentina;0.00164;Jiuquan Satellite Launch Center;CZ-2D;39153;Cubebug 1;Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche;630;Technology Development;Civil
LEO;Argentina;715;Argentinian Ministry of Science, Technology and Productive Innovation;2013-066AA;Argentina;NR;0.00861;Dombarovsky Air Base;Dnepr;39440;Cubebug 2;Argentinian Ministry of Science, Technology and Productive Innovation/Radio Club Bariloche;594;Technology Development;Civil
LEO;Japan;830;Department of Astronautics, University of Tokyo;2003-031J;Japan;Japan;0.00104;Plesetsk Cosmodrome;Dnepr;27848;Cubesat XI-IV;Department of Astronautics, University of Tokyo;815;Technology Development;Civil
LEO;USA;1465;Space Systems Design Studio, Cornell University;2013-055B;USA;NR;0.0784;Vandenberg AFB;Falcon 9;39266;CUSat-1;Space Systems Design Studio, Cornell University;326;Technology Development;Civil
LEO;Japan;635;Mitsubishi Electric;2014-029A;Japan;NR;0.000357;Tanegashima Space Center;H-2A;39766;Daichi-2;Japan Aerospace Exploration Agency (JAXA);630;Earth Observation;Government
LEO;China;505;Chinese Academy of Science;2015-078A;China;NR;0.00124;Jiuquan Satellite Launch Center;Long March 2D;41173;DAMPE;Chinese Academy of Science;488;Space Science;Government
LEO;China;536;Shenzhen Aerospace Dongfanghong HIT Satellite Ltd./CAMSAT;2015-049P;China;NR;0.0016;Taiyuan Launch Center;Long March 6;40912;DCBB;China Amateur Satellite - CAMSAT;514;Technology Development;Civil
LEO;Spain;662;Surrey Satellite Technologies Ltd.;2009-041A;United Kingdom;Spain;7.11e-05;Baikonur Cosmodrome;Dnepr;35681;Deimos 1;Deimos Imaging/DMC International Imaging (DMCII);661;Earth Observation;Government
LEO;Spain;619;Satrec Initiative;2014-033D;South Korea;NR;0.00158;Dombarovsky Air Base;Dnepr;40013;Deimos 2;Deimos Imaging/DMC International Imaging (DMCII);597;Earth Observation;Government
LEO;Netherlands;616;Technical University of Delft;2008-021G;Netherlands;NR;0.00129;Satish Dhawan Space Center;PSLV C9;32789;Delfi-C3;Technical University, Delft;598;Technology Development;Civil
GEO;USA;35788;Boeing Space and Intelligence Systems;2007-032A;USA;USA;3.56e-05;Baikonur Cosmodrome;Proton M;31862;DirecTV-10;DirecTV, Inc.;35785;Communications;Commercial
GEO;USA;35786;Boeing Satellite Development Center;2008-013A;USA;USA;0;Sea Launch (Odyssey);Zenit 3SL;32729;DirecTV-11;DirecTV, Inc.;35786;Communications;Commercial
GEO;USA;35786;Boeing Space Systems;2009-075A;USA;USA;1.19e-05;Baikonur Cosmodrome;Breeze M;36131;DirecTV-12;DirecTV, Inc.;35785;Communications;Commercial
GEO;USA;35933;Space Systems/Loral;2014-078B;USA;USA;3.55e-05;Guiana Space Center;Ariane 5 ECA;40333;DirecTV-14;DirecTV, Inc.;35930;Communications;Commercial
