Class of Orbit;Country of Operator/Owner;Apogee (Kilometers);Contractor;COSPAR Number;Country of Contractor;Country/Organization of UN Registry;Eccentricity;Launch Site;Launch Vehicle;NORAD Number;Official Name of Satellite;Operator/Owner;Perigee (Kilometers);Purpose;Users
LEO;USA;779;Motorola Satellite Communications Group;1998-021C;USA;USA;0.00021;Baikonur Cosmodrome;Proton K;25287;Iridium 64;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-021D;USA;USA;0.00021;Baikonur Cosmodrome;Proton K;25288;Iridium 65;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-021E;USA;USA;0.00021;Baikonur Cosmodrome;Proton K;25289;Iridium 66;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-021F;USA;USA;0.00021;Baikonur Cosmodrome;Proton K;25290;Iridium 67;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-021G;USA;USA;0.00021;Baikonur Cosmodrome;Proton K;25291;Iridium 68;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1997-020B;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;24793;Iridium 7;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-032A;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25342;Iridium 70;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-032B;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25343;Iridium 72;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;751;Motorola Satellite Communications Group;1998-032D;USA;USA;0.000281;Vandenberg AFB;Delta 2 7920;25345;Iridium 74;Iridium Satellite LLC;747;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-032E;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25346;Iridium 75;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;780;Motorola Satellite Communications Group;1998-048B;USA;China;0.00028;Taiyuan Launch Center;Long March 2C;25432;Iridium 76;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;780;Motorola Satellite Communications Group;1998-051E;USA;USA;0.00028;Vandenberg AFB;Delta 2 7920;25471;Iridium 77;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1997-020A;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;24792;Iridium 8;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-051C;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25469;Iridium 80;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-051B;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25468;Iridium 81;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-051A;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25467;Iridium 82;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-066E;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25531;Iridium 83;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;1998-066D;USA;USA;0.00021;Vandenberg AFB;Delta 2 7920;25530;Iridium 84;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;780;Motorola Satellite Communications Group;1998-066B;USA;USA;0.00028;Vandenberg AFB;Delta 2 7920;25528;Iridium 86;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;778;Motorola Satellite Communications Group;2002-005B;USA;USA;7,00E-05;Vandenberg AFB;Delta 2;27373;Iridium 90;Iridium Satellite LLC;777;Communications;Government/Commercial
LEO;USA;753;Motorola Satellite Communications Group;2002-005A;USA;USA;0.000632;Vandenberg AFB;Delta 2;27372;Iridium 91;Iridium Satellite LLC;744;Communications;Government/Commercial
LEO;USA;782;Motorola Satellite Communications Group;2002-005C;USA;USA;0.00063;Vandenberg AFB;Delta 2;27374;Iridium 94;Iridium Satellite LLC;773;Communications;Government/Commercial
LEO;USA;779;Motorola Satellite Communications Group;2002-005D;USA;USA;0.00021;Vandenberg AFB;Delta 2;27375;Iridium 95;Iridium Satellite LLC;776;Communications;Government/Commercial
LEO;USA;754;Motorola Satellite Communications Group;2002-005E;USA;USA;0.000632;Vandenberg AFB;Delta 2;27376;Iridium 96;Iridium Satellite LLC;745;Communications;Government/Commercial
LEO;USA;778;Motorola Satellite Communications Group;2002-031A;USA;USA;7,00E-05;Plesetsk Cosmodrome;Rokot/BrizKM;27450;Iridium 97;Iridium Satellite LLC;777;Communications;Government/Commercial
LEO;USA;750;Motorola Satellite Communications Group;2002-031B;USA;USA;0.00014;Plesetsk Cosmodrome;Rokot/BrizKM;27451;Iridium 98;Iridium Satellite LLC;748;Communications;Government/Commercial
LEO;USA;664;Lockheed Martin Space Systems Advanced Technology Center (ATC);2013-033A;USA;USA;0.00314;Vandenberg AFB;L1011;39197;IRIS;National Aeronautics and Space Administration (NASA);620;Space Science;Government
GEO;India;35872;ISRO Satellite Center;2013-034A;India;India;0.0019;Satish Dhawan Space Center;PSLV;39199;IRNSS-1A;Indian Space Research Organization (ISRO);35712;Navigation/Regional Positioning;Government
GEO;India;35880;ISRO Satellite Center;2014-017A;India;India;0.00219;Satish Dhawan Space Center;PSLV;39635;IRNSS-1B;Indian Space Research Organization (ISRO);35695;Navigation/Regional Positioning;Government
GEO;India;35871;ISRO Satellite Center;2014-061A;India;NR;0.00215;Satish Dhawan Space Center;PSLV-XL;40269;IRNSS-1C;Indian Space Research Organization (ISRO);35690;Navigation/Regional Positioning;Government
GEO;India;35834;ISRO Satellite Center;2015-018A;India;NR;0.0016;Satish Dhawan Space Center;PSLV-C27;40547;IRNSS-1D;Indian Space Research Organization (ISRO);35699;Navigation/Regional Positioning;Government
GEO;India;35874;ISRO Satellite Center;2016-003A;India;NR;0.00212;Satish Dhawan Space Center;PSLV-XL;41241;IRNSS-1E;Indian Space Research Organization (ISRO);35695;Navigation/Regional Positioning;Government
GEO;India;35874;IRSO Satellite Center;2016-015A;India;NR;0.00206;Satish Dhawan Space Center;PSLV-XL;41384;IRNSS-1F;Indian Space Research Organization (IRSO);35700;Navigation/Regional Positioning;Government
GEO;India;35797;IRSO Satellite Center;2016-027A;India;NR;0.000273;Satish Dhawan Space Center;PSLV;41469;IRNSS-1G;Indian Space Research Organization (IRSO);35774;Navigation/Regional Positioning;Government
LEO;India;823;ISRO Satellite Center;2003-046A;India;India;0.000417;Satish Dhawan Space Center;PSLV C5;28051;IRS-P6;Indian Space Research Organization (ISRO);817;Earth Observation;Government
LEO;Turkey;721;ITU Space Systems Design & Test Laboratory;2009-051E;Turkey;NR;0.000776;Satish Dhawan Space Center;PSLV;35935;ITU-pSAT1;ITU Space Systems Design & Test Laboratory;710;Technology Development;Civil
LEO;USA/France;1344;Thales Alenia Space;2008-032A;France;France;0.000778;Vandenberg AFB;Delta 2;33105;Jason 2;NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT;1332;Earth Observation;Government
LEO;USA/France;1324;Thales Alenia Space;2016-002A;France;NR;0.0015;Vandenberg AFB;Falcon 9;41240;Jason 3;NASA/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT;1301;Earth Observation;Government
GEO;Japan;35801;Lockheed Martin Commercial Space Systems;2006-033A;USA;Japan;0.000344;Guiana Space Center;Ariane 5;29272;JCSat 10;Sky Perfect JSAT Corporation;35772;Communications;Commercial
GEO;Japan;35789;Lockheed Martin Commercial Space Systems;2000-060A;USA;Japan;5.93e-05;Guiana Space Center;Ariane 44L;26559;JCSat 110;Sky Perfect JSAT Corporation;35784;Communications;Commercial
GEO;Japan;35791;Lockheed Martin Commercial Space Systems;2012-023A;USA;Japan;0.00013;Guiana Space Center;Ariane 5 ECA;38331;JCSat 13;Sky Perfect JSAT Corporation;35780;Communications;Commercial
GEO;Japan;35924;Space Systems/Loral;2016-028A;USA;NR;0.000745;Cape Canaveral;Falcon 9;41471;JCSat 14;Sky Perfect JSAT Corporation;35861;Communications;Commercial
GEO;Japan;35794;Boeing Satellite Systems;1997-075A;USA;Japan;0.00019;Guiana Space Center;Ariane 4;25067;JCSat 1B;Sky Perfect JSAT Corporation;35778;Communications;Commercial
GEO;Japan;35794;Boeing Satellite Systems;2002-015A;USA;Japan;7.12e-05;Guiana Space Center;Ariane 44L;27399;JCSat 2A;Sky Perfect JSAT Corporation;35788;Communications;Commercial
GEO;Japan;37768;Boeing Satellite Systems;1999-006A;USA;Japan;0.0473;Cape Canaveral;Atlas 2AS;25630;JCSat 4A;Sky Perfect JSAT Corporation;33782;Communications;Commercial
GEO;Japan;35797;Lockheed Martin Commercial Space Systems;2006-010A;USA;Japan;0.000249;Sea Launch (Odyssey);Zenit 3SL;29045;JCSat 9;Sky Perfect JSAT Corporation;35776;Communications;Commercial
GEO;Japan;35794;Lockheed Martin Commercial Space Systems;2009-044A;USA;Japan;0.000166;Guiana Space Center;Ariane 5;35755;JCSat RA;Sky Perfect JSAT Corporation;35780;Communications;Commercial
LEO;China;662;Chang Guang Satellite Technology Co. Ltd.;2015-057D;China;NR;0.00171;Jiuquan Satellite Launch Center;Long March 2D;40961;Jilin-1;Changchun Institute of Optics;638;Earth Observation;Commercial
LEO;India;866;Indian Institute of Technology Kanpur;2011-058B;India;India;0.00187;Satish Dhawan Space Center;PSLV;37839;Jugnu;Indian Institute of Technology Kanpur;839;Earth Observation;Civil
LEO;China;536;China Aerospace Science and Technology Corporation;2015-049F;China;NR;0.0013;Taiyuan Launch Center;Long March 6;40904;Kaituo-1A;China Aerospace Science and Technology Corporation;518;Technology Development;Government
GEO;India;35789;ISRO Satellite Center;2002-043A;India;India;7.12e-05;Satish Dhawan Space Center;Polar Satellite Launch Vehicle (PSLV);27525;Kalpana-1;Indian Space Research Organization (ISRO);35783;Earth Observation;Government
LEO;Kazakhstan;754;Airbus Defence and Space;2014-024A;France;NR;0.000211;Guiana Space Center;Vega;39731;KazEOSat-1;Kazcosmos;751;Earth Observation;Government
LEO;Kazakhstan;636;Surrey Satellite Technology Ltd. (SSTL);2014-033A;UK;NR;0.00172;Dombarovsky Air Base;Dnepr;40010;KazEOSat-2;Kazcosmos;612;Earth Observation;Government
GEO;Kazakhstan;35788;Khrunichev;2011-035B;Russia;Kazakhstan;2.37e-05;Baikonur Cosmodrome;Proton-M;37749;KazSat-2;JSC KazSat;35786;Communications;Commercial
GEO;Kazakhstan;35789;Thales Alenia Space;2014-023B;Italy;NR;5.93e-05;Baikonur Cosmodrome;Proton-M;39728;KazSat-3;JSC KazSat;35784;Communications;Commercial
LEO;Singapore;551;National University of Singapore;2015-077B;Singapore;NR;0.00123;Satish Dhawan Space Center;PSLV-C29;41167;Kent Ridge 1;National University of Singapore;534;Earth Observation;Civil
LEO;USA;1050;Lockheed Martin;2005-042A;USA;USA;0.0559;Vandenberg AFB;Titan IV;28888;USA 186;National Reconnaissance Office (NRO);264;Earth Observation;Military
LEO;USA;1000;Lockheed Martin;2011-002A;USA;USA;0.0574;Vandenberg AFB;Delta 4 Heavy;37348;USA 224;National Reconnaissance Office (NRO);200;Earth Observation;Military
LEO;USA;997;Lockheed Martin;2013-043A;USA;USA;0.0529;Vandenberg AFB;Delta 4 Heavy;39232;USA 245;National Reconnaissance Office (NRO);257;Earth Observation;Military
GEO;Japan;35792;Mitsubishi Electric;2006-059A;Japan;Japan;0.000166;Tanegashima Space Center;H2A;29656;ETS-8;National Institute of Information and Communications Technology (NICT);35778;Technology Development;Government
GEO;Japan;35796;JAXA/National Institute of Information and Communications Technology (NICT);2008-007A;Japan;Japan;0.000237;Tanegashima Space Center;H2A;32500;Kizuna;Japan Aerospace Exploration Agency (JAXA);35776;Technology Development;Government
LEO;China;540;Tsinghua University;2015-049R;China;NR;0.00145;Taiyuan Launch Center;Long March 6;40914;KJSY-1;Tsinghua University;520;Technology Development;Civil
LEO;Japan;667;Tokyo Metropolitan College of Industrial Technology;2009-002H;Japan;Japan;0.00114;Tanegashima Space Center;H-2A;33499;KKS-1;Tokyo Metropolitan College of Industrial Technology;651;Technology Development;Civil
LEO;South Korea;698;Korea Aerospace Research Institute (KARI)/ EADS Astrium;2006-031A;South Korea/France/UK/Germany;South Korea;0.00156;Plesetsk Cosmodrome;Rokot;29268;Kompsat-2;Korea Aerospace Research Institute (KARI);676;Earth Observation/Technology Development;Government/Commercial
LEO;South Korea;696;Korea Aerospace Research Institute (KARI)/ EADS Astrium;2012-025B;South Korea/France/UK/Germany;South Korea;0.0012;Tanegashima Space Center;H2A;38338;Kompsat-3;Korea Aerospace Research Institute (KARI);679;Earth Observation;Government/Commercial
LEO;South Korea;540;Korea Aerospace Research Institute (KARI);2015-014A;South Korea;South Korea;0.0013;Dombarovsky Air Base;Dnepr;40536;Kompsat-3A;Korea Aerospace Research Institute (KARI);522;Earth Observation;Government/Commercial
LEO;South Korea;552;Korea Aerospace Research Institute (KARI);2013-042A;South Korea;South Korea;0.00123;Dombarovsky Air Base;Dnepr;39227;Kompsat-5;Korea Aerospace Research Institute (KARI);535;Earth Observation;Government/Commercial
LEO;Russia;501;NPO Mashinostroyeniya;2013-032A;Russia;Russia;0.000291;Baikonur Cosmodrome;Strela;39194;Cosmos 2487;Ministry of Defense;497;Earth Observation;Military
GEO;South Korea;35792;Alcatel Alenia Space;2006-034A;France;South Korea;0.000142;Sea Launch (Odyssey);Zenit 3SL;29349;Koreasat 5;KT Corporation/Korean Agency for Defense Development (ADD);35780;Communications;Military/Commercial
GEO;South Korea;35794;Orbital Sciences Corp.;2010-070B;USA;South Korea;0.000166;Guiana Space Center;Ariane 5;37265;Koreasat 6;KT Corporation;35780;Communications;Commercial
LEO;China;328;Harbin Institute of Technology;2014-073A;China;NR;0.00247;Jiuquan Satellite Launch Center;Kuaizhou;40311;Kuaizhou-2;National Academy of Sciences;295;Earth Observation;Government
LEO;Japan;667;Kanagawa University;2009-002G;Japan;NR;0.00142;Tanegashima Space Center;H-2A;33498;Kukai;Kanagawa University;647;Technology Development;Civil
LEO;USA;675;Lockheed Martin Astronautics;1997-064A;USA;USA;0.000284;Vandenberg AFB;Titan IV;25017;USA 133;National Reconnaissance Office (NRO);671;Earth Observation;Military
LEO;USA;676;Lockheed Martin Astronautics;2000-047A;USA;USA;0.00729;Vandenberg AFB;Titan IV;26473;USA 152;National Reconnaissance Office (NRO);574;Earth Observation;Military
LEO;USA;716;Lockheed Martin Astronautics;2005-016A;USA;USA;0.000212;Cape Canaveral;Titan 4B;28646;USA 182;National Reconnaissance Office (NRO);713;Earth Observation;Military
LEO;USA;703;Lockheed Martin Missiles and Space;1999-020A;USA;USA;7.07e-05;Vandenberg AFB;Delta 2;25682;Landsat 7;NASA/US Geological Survey;702;Earth Observation;Government
LEO;USA;705;Orbital Sciences Corp.;2013-008A;USA;USA;0.000353;Vandenberg AFB;Atlas 5;39084;Landsat 8;NASA/US Geological Survey;700;Earth Observation;Government
GEO;Laos;35800;China Academy of Space Technology (CAST);2015-067A;China;NR;0.000142;Xichang Satellite Launch Center;Long March 3B;41034;LaoSat-1;Laos National Authority for Science and Technology;35788;Communications;Government
LEO;Indonesia;650;Indonesian National Institute of Aeronautics and Space;2015-052B;Indonesia;NR;0.00136;Satish Dhawan Space Center;PSLV C-30;40931;LAPAN A2;Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN);631;Earth Observation;Government
LEO;Indonesia;517;Indonesian National Institute of Aeronautics and Space;2016-040E;Indonesia;NR;0.00116;Satish Dhawan Space Center;PSLV XL;41603;LAPAN A3;Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN);501;Earth Observation;Government
LEO;Indonesia;637;Technical University of Berlin;2007-001A;Germany;NR;0.00143;Satish Dhawan Space Center;PSLV C7;29709;LAPAN-Tubsat;Indonesian National Aeronautics and  Space Agency (Lembaga Penerbangan dan Antariksa Nasional - LAPAN);617;Earth Observation/Technology Development;Government
LEO;Argentina;668;SpaceQuest;2002-058H;USA;NR;0.00414;Baikonur Cosmodrome;Dnepr LV;27612;LatinSat A;Aprize Satellites Argentina;610;Communications;Commercial
LEO;Argentina;717;SpaceQuest;2002-058B;USA;NR;0.00811;Baikonur Cosmodrome;Dnepr LV;27606;LatinSat B;Aprize Satellites Argentina;603;Communications;Commercial
LEO;USA;697;NanoSatisfi Inc.;2014-033AL;USA;USA;0.00605;Dombarovsky Air Base;Dnepr;40044;Lemur-1;Spire Global Inc.;612;Technology Development;Commercial
LEO;USA;649;Spire Global;2015-052G;USA;NR;0.000998;Satish Dhawan Space Center;PSLV C-30;40936;Lemur-2 Chris;Spire Global Inc.;635;Earth Observation;Commercial
LEO;USA;649;Spire Global;2015-052F;USA;NR;0.000998;Satish Dhawan Space Center;PSLV C-30;40935;Lemur-2Jeroen;Spire Global Inc.;635;Earth Observation;Commercial
LEO;USA;649;Spire Global;2015-052D;USA;NR;0.00143;Satish Dhawan Space Center;PSLV C-30;40933;Lemur-2 Joel;Spire Global Inc.;629;Earth Observation;Commercial
LEO;USA;650;Spire Global;2015-052E;USA;NR;0.00114;Satish Dhawan Space Center;PSLV C-30;40934;Lemur-2 Peter;Spire Global Inc.;634;Earth Observation;Commercial
LEO;China;541;Harbin Institute of Technology;2015-049K;China;NR;0.00152;Taiyuan Launch Center;Long March 6;40908;LilacSat-2;Harbin Institute/China Amateur Satellite - CAMSAT;520;Technology Development;Civil
LEO;China;808;Xinwei Telecom Technology Co/Tsinghua University;2014-051A;China;NR;0.00202;Jiuquan Satellite Launch Center;Long March 2D;40136;Ling Qiao;Xinwei Telecom Technology Company;779;Technology Development;Commercial
LEO;China;664;Chang Guang Satellite Technology Co. Ltd.;2015-057B;China;NR;0.00178;Jiuquan Satellite Launch Center;Long March 2D;40959;Lingqiao-A;Changchun Institute of Optics;639;Earth Observation;Commercial
LEO;China;663;Chang Guang Satellite Technology Co. Ltd.;2015-057C;China;NR;0.00171;Jiuquan Satellite Launch Center;Long March 2D;40960;Lingqiao-B;Changchun Institute of Optics;639;Earth Observation;Commercial
LEO;USA;800;NASA Jet Propulsion Laboratory;2015-058H;USA;NR;0.0219;Cape Canaveral;Atlas 5;40971;LMRSTSat;NASA Jet Propulsion Laboratory;493;Technology Demonstration;Government
;China;;;;;NR;;;;;Long Excursion 1;;;;
LEO;Russia;911;TsSKB-Progress Samara Space Center and KB Arsenal;2009-063A;Russia;Russia;0.000756;Plesetsk Cosmodrome;Soyuz U;36095;Cosmos 2455;Ministry of Defense;900;Earth Observation;Military
LEO;Russia;910;TsSKB-Progress Samara Space Center and KB Arsenal;2014-086A;Russia;Russia;0.000619;Plesetsk Cosmodrome;Soyuz 2-1b;40358;Cosmos 2502;Ministry of Defense;901;Earth Observation;Military
LEO;China;663;Chang Guang Satellite Technology Co. Ltd.;2015-057A;China;NR;0.00164;Jiuquan Satellite Launch Center;Long March 2D;40958;LQSat;Changchun Institute of Optics;640;Earth Observation;Commercial
GEO;Russia;35793;ISS Reshetnev/Thales Alenia Space;2011-074B;Russia/France;Russia;0.000178;Baikonur Cosmodrome;Proton M;37951;Luch 5A;Russian Federal Space Agency;35778;Communications;Government
GEO;Russia;35801;OAO ISS;2012-061A;Russia;Russia;0.000344;Baikonur Cosmodrome;Proton M;38977;Luch 5B;Russian Federal Space Agency;35772;Communications;Government
GEO;Russia;35802;OAO Rešetněva;2014-023A;Russia;Russia;0.000415;Baikonur Cosmodrome;Proton M;39727;Luch 5V;Russian Federal Space Agency;35767;Communications;Government
GEO;Russia;35793;ISS Reshetnev;2014-058A;Russia;Russia;0.000142;Baikonur Cosmodrome;Proton M;40258;Luch/Olympus;Ministry of Defense;35781;Communications;Military
LEO;Canada;515;Com Dev International (Honeywell Canada);2016-040G;Canada;NR;0.00102;Satish Dhawan Space Center;PSLV XL;41605;M3MSat;Defence Research and Development Canada (DRDC)/Canadian Space Agency;501;Earth Observation;Government
LEO;Morocco/Germany;1014;CRTS Morocco/Institut für Luft-und Raumfahrttechnik;2001-056D;Morocco/Germany;NR;0.00204;Baikonur Cosmodrome;Zenit;27004;Maroc Tubsat;CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin);984;Technology Development;Government
LEO;USA;724;University of Michigan/Montana University/Montana Space Grant Consortium;2011-061F;USA;USA;0.0203;Vandenberg AFB;Delta 7920;37855;M-Cubed/E1P-U2;University of Michigan/Montana University;442;Technology Development;Civil
GEO;Malaysia;35791;Boeing Satellite Systems;1996-063B;USA;Malaysia;0.000107;Guiana Space Center;Ariane 44L;24653;Measat 2;MEASAT Satellite Systems Sdn. Bhd.;35782;Communications;Commercial
GEO;Malaysia;35794;Boeing Satellite Systems;2006-056A;USA;Malaysia;0.00019;Baikonur Cosmodrome;Proton M;29648;Measat 3;MEASAT Satellite Systems Sdn. Bhd.;35778;Communications;Commercial
GEO;Malaysia;35788;Orbital Sciences Corp.;2009-032A;USA;Malaysia;0.000712;Baikonur Cosmodrome;Zenit 3SLB;35362;Measat 3A;MEASAT Satellite Systems Sdn. Bhd.;35728;Communications;Commercial
GEO;Malaysia;35802;Airbus Defence and Space;2014-054B;Germany/France;Malaysia;0.000356;Guiana Space Center;Ariane 5 ECA;40147;Measat 3B;MEASAT Satellite Systems Sdn. Bhd.;35772;Communications;Commercial
LEO;India/France;868;Indian Space Research Organization (ISRO);2011-058A;India;India;0.00104;Satish Dhawan Space Center;PSLV;37838;Megha-Tropiques;Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES);853;Earth Observation;Government
GEO;USA;35976;Boeing Satellite Systems;1994-054A;USA;USA;0.00448;Cape Canaveral;Titan IVA;23223;USA 105;National Reconnaissance Office (NRO)/USAF;35598;Earth Observation;Military
GEO;USA;37900;Boeing Satellite Systems;1996-026A;USA;USA;0.0501;Cape Canaveral;Titan IVA;23855;USA 118;National Reconnaissance Office (NRO)/USAF;33674;Earth Observation;Military
GEO;USA;35500;Unknown;2014-020A;USA;USA;0;Cape Canaveral;Atlas 5;39652;USA 250;National Reconnaissance Office (NRO)/USAF;35500;Earth Observation;Military
Elliptical;Russia;38105;PO Polyot;2010-058A;Russia;Russia;0.675;Plesetsk Cosmodrome;Soyuz 2-1a;37212;Meridian-3;Military Space Forces (VKS);2253;Communications;Military
Elliptical;Russia;38637;PO Polyot;2011-018A;Russia;Russia;0.695;Plesetsk Cosmodrome;Soyuz 2-1a;37398;Meridian-4;Military Space Forces (VKS);1722;Communications;Military
Elliptical;Russia;38860;ISS Reshetnev;2012-063A;Russia;Russia;0.704;Plesetsk Cosmodrome;Soyuz 2-1a;38995;Meridian-6;Military Space Forces (VKS);1494;Communications;Military
Elliptical;Russia;39398;ISS Reshetnev;2014-069A;Russia;Russia;0.724;Plesetsk Cosmodrome;Soyuz 2-1a;40296;Meridian-7;Military Space Forces (VKS);962;Communications;Military
LEO;Russia;828;VNIIEM;2014-037A;Russia;Russia;0.000626;Baikonur Cosmodrome;Soyuz 2-1b;40069;Meteor-M N-2;Russian Federal Service For Hydrometeorology and Environmental Monitoring (ROSHYDROMET);819;Earth Observation;Government
GEO;Multinational;35791;Thales Alenia Space;2012-035B;France;EUMETSAT;8.3e-05;Guiana Space Center;Ariane 5 ECA;38552;Meteosat 10;EUMETSAT (European Organization for the Exploitation of Meteorological Satellites);35784;Earth Observation;Government/Civil
GEO;Multinational;35795;Thales Alen;2015-034A;France/Italy;EUMETSAT;4.74e-05;Guiana Space Center;Ariane 5 ECA;40732;Meteosat 11;EUMETSAT (European Organization for the Exploitation of Meteorological Satellites);35791;Earth Observation;Government/Civil
GEO;Multinational;35797;Alcatel;1997-049B;France;EUMETSAT;0.00032;Guiana Space Center;Ariane 5;24932;Meteosat 7;EUMETSAT (European Organization for the Exploitation of Meteorological Satellites);35770;Earth Observation;Government/Civil
GEO;Multinational;35793;Alcatel;2002-040B;France;EUMETSAT/ESA;0.000142;Guiana Space Center;Ariane 5;27509;Meteosat 8;EUMETSAT (European Organization for the Exploitation of Meteorological Satellites);35781;Earth Observation;Government/Civil
GEO;Multinational;35795;Alcatel/Alenia Space;2005-049B;France/Italy;EUMETSAT;0.000237;Guiana Space Center;Ariane 5G;28912;Meteosat 9;EUMETSAT (European Organization for the Exploitation of Meteorological Satellites);35775;Earth Observation;Government/Civil
LEO;Multinational;821;EADS-Astrium;2006-044A;France/UK/Germany/Spain;EUMETSAT;6.95e-05;Baikonur Cosmodrome;Soyuz-Fregat (Soyuz 2);29499;MetOp-A;ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites);820;Earth Observation;Government/Civil
LEO;Multinational;822;EADS-Astrium;2012-049A;France/UK/Germany/Spain;EUMETSAT;0.000209;Baikonur Cosmodrome;Soyuz 2-1a;38771;MetOp-B;ESA/EUMETSAT (European Organization for the Exploitation of Meterological Satellites);819;Earth Observation;Government/Civil
GEO;Mexico;35791;Orbital Sciences Corp.;2012-075B;USA;Mexico;8.3e-05;Guiana Space Center;Atlas 5 ECA;39035;Mexsat-3;Mexico Telecomm;35784;Communications;Government/Military
GEO;Mexico;35805;Boeing Satellite Systems;2015-056A;USA;NR;0.000451;Cape Canaveral;Atlas 5;40946;Mexsat-2;Mexico Telecomm;35767;Communications;Government
LEO;ESA;715;CNES;2016-025B;France;NR;0.000282;Guiana Space Center;Soyuz 2.1a;41457;MICROSCOPE;Centre National d'Etudes Spatiales (CNES);711;Space Science;Government
LEO;Russia;487;Roscosmos;2016-026A;Russia;NR;0.00131;Vostochny Cosmodrome;Soyuz 2.1a;41464;MVL-300;Moscow State University;469;Space Science;Civil/Government
GEO;USA;35819;Lockheed Martin Missiles and Space;1994-009A;USA;USA;0.000771;Cape Canaveral;Titan 4A;22988;USA 99;US Air Force;35754;Communications;Military
GEO;USA;35809;Lockheed Martin Missiles and Space;1995-060A;USA;USA;0.000522;Cape Canaveral;Titan 4A;23712;USA 115;US Air Force;35765;Communications;Military
GEO;USA;35768;Lockheed Martin Missiles and Space;2001-009A;USA;USA;4.75e-05;Cape Canaveral;Titan 4B;26715;USA 157;US Air Force;35764;Communications;Military
GEO;USA;35820;Lockheed Martin Missiles and Space;2002-001A;USA;USA;0.000795;Cape Canaveral;Titan 4B;27168;USA 164;US Air Force;35753;Communications;Military
GEO;USA;35806;Lockheed Martin Missiles and Space;2003-012A;USA;USA;0.000451;Cape Canaveral;Titan 4B;27711;USA 169;US Air Force;35768;Communications;Military
LEO;Russia;821;Lavochkin NPO;2012-039E;Russia;Russia;0.00111;Baikonur Cosmodrome;Soyuz-Fregat;38711;MKA-FKI-1;Lavochkin Research and Production Association (Lavochkin NPO);805;Earth Observation;Government
Elliptical;USA;70009;NASA/Goddard Space Flight Center;2015-011A;USA;NR;0.816;Cape Canaveral;Atlas 5;40482;MMS-1;National Aeronautics and Space Administration (NASA);1375;Space Science;Government
Elliptical;USA;70117;NASA/Goddard Space Flight Center;2015-011B;USA;NR;0.816;Cape Canaveral;Atlas 5;40483;MMS-2;National Aeronautics and Space Administration (NASA);1357;Space Science;Government
Elliptical;USA;70045;NASA/Goddard Space Flight Center;2015-011C;USA;NR;0.815;Cape Canaveral;Atlas 5;40484;MMS-3;National Aeronautics and Space Administration (NASA);1429;Space Science;Government
